tcorr
0
-1.18713
-1.08204
-1.17337
-1.10156
-1.13811
-1.16755
-1.09383
-1.10596
-1.10082
-1.18619
-1.0333
-1.25678
-1.12851
-1.17319
-1.15413
-1.15565
-1.19243
-1.19564
-1.10254
-1.13451
-1.04344
-1.15829
-1.08788
-0.830234
-0.750134
-0.739038
-0.766364
-0.744836
-0.745941
-0.793536
-0.698267
-0.771326
-0.833356
-0.720358
-0.873538
-0.736285
-0.799643
-0.807849
-0.795804
-0.799805
-0.798935
-0.753464
-0.796454
-0.743192
-0.768231
-0.714212
-0.948987
-0.726221
-0.749853
-0.922437
-0.691885
-0.766855
-0.781171
-0.724222
-0.771832
-0.791037
-0.674542
-0.731366
-0.648297
-0.72179
0
-0.668924
-0.757529
-0.70463
-0.389288
-0.44491
-0.406241
-0.351035
-0.294223
-0.30759
-0.767929
-0.320837
-0.339285
-0.546988
-0.419592
-0.391425
-0.426904
-0.382486
-0.36449
-0.40448
-0.38345
-0.360367
-0.446649
-0.357968
-0.362851
-0.411197
-0.469186
-0.366797
-0.323959
0
-0.509442
-0.395636
-0.343564
-0.399988
-0.368909
-0.363962
-0.301648
-0.324326
-0.356381
-0.444595
-0.322748
-0.379721
-0.348364
-0.381036
-0.376114
-0.337048
-0.369547
-0.400012
-0.594473
-0.369333
-0.385443
-0.425226
-0.426389
-0.321979
-0.40766
-0.409219
-0.444989
-0.296942
-0.385092
-0.353796
-0.398816
-0.47103
-0.377225
-0.300131
-0.301318
-0.30903
-0.348654
-0.339386
-0.32326
-0.327774
-0.398608
-0.355319
-1.16238
-0.279605
-1.17192
-0.373614
-0.342487
-1.18707
-0.484876
-1.19951
-1.31227
-0.30506
-1.25174
-1.21113
-1.20964
-1.20765
-1.21235
0.865875
-0.110739
0.862396
-0.0773193
0.395618
0.392014
0.321448
0.366571
0.337396
0.345175
1.40545
0.355383
1.4052
1.44244
0.387357
1.3715
0.205484
0.30202
1.39691
1.42371
1.4594
1.35175
1.44637
1.44205
1.42123
1.42539
1.43719
1.40762
1.38821
1.38723
1.38908
1.3996
1.38016
1.34346
1.4087
1.35746
1.39431
1.35346
1.3963
1.41545
1.36848
1.41651
1.40379
1.39455
1.36305
1.40929
0
1.39461
1.40016
1.36894
1.43164
1.3902
1.48548
1.37926
1.42811
1.32735
1.41633
1.38001
1.38162
1.4108
1.40723
1.42767
1.38495
1.41144
1.39982
1.38143
1.31632
1.36502
1.40557
1.44944
1.39785
0.596451
1.40307
1.39984
0.587283
1.40556
0.528662
0.506781
