run number,run class,title,start date/time,stop date/time,config name,Gas,Pressure,Cathode,Micromegas,E-trans,MTHGEM,Ring,smartZAP,Field,Mesh Threshold,Comments
142,JUNK,Be10 9.6 MeV/u on D2 600 Torr,2021-07-14 06:49:19,2021-07-14 06:50:54,e20009,D2,600.0,60.0,420.0,50.0,850.0,100.0,130.0,2.991,150.0,Changed gain on MM and lowered threshold on mesh
143,JUNK,Be10 9.6 MeV/u on D2 600 Torr,2021-07-14 06:52:04,2021-07-14 06:52:59,e20009,D2,600.0,60.0,420.0,50.0,850.0,100.0,130.0,2.991,150.0,Changed gain on MM and lowered threshold on mesh
144,JUNK,Be10 9.6 MeV/u on D2 600 Torr,2021-07-14 06:58:34,2021-07-14 07:00:24,e20009,D2,600.0,60.0,420.0,50.0,850.0,100.0,130.0,2.991,150.0,Changed gain on MM and lowered threshold on mesh
145,JUNK,Be10 9.6 MeV/u on D2 600 Torr,2021-07-14 07:01:04,2021-07-14 07:01:40,e20009,D2,600.0,60.0,420.0,50.0,850.0,100.0,130.0,2.991,150.0,Changed gain on MM and lowered threshold on mesh
146,JUNK,Be10 9.6 MeV/u on D2 600 Torr,2021-07-14 07:02:34,2021-07-14 07:03:40,e20009,D2,600.0,60.0,420.0,50.0,850.0,100.0,130.0,2.991,150.0,Changed gain on MM and lowered threshold on mesh
147,JUNK,Be10 9.6 MeV/u on D2 600 Torr,2021-07-14 07:07:09,2021-07-14 07:09:49,e20009,D2,600.0,60.0,420.0,50.0,850.0,100.0,130.0,2.991,150.0,Changed gain on MM and lowered threshold on mesh
148,JUNK,Be10 9.6 MeV/u on D2 600 Torr,2021-07-14 07:10:30,2021-07-14 07:11:05,e20009,D2,600.0,60.0,420.0,50.0,850.0,100.0,130.0,2.991,150.0,Changed gain on MM and lowered threshold on mesh
149,JUNK,Be10 9.6 MeV/u on D2 600 Torr,2021-07-14 07:11:54,2021-07-14 07:12:34,e20009,D2,600.0,60.0,420.0,50.0,850.0,100.0,130.0,2.991,150.0,Changed gain on MM and lowered threshold on mesh
150,JUNK,Be10 9.6 MeV/u on D2 600 Torr,2021-07-14 07:15:14,2021-07-14 07:23:40,e20009,D2,600.0,60.0,420.0,50.0,850.0,100.0,130.0,2.991,150.0,Changed gain on MM and lowered threshold on mesh
151,JUNK,Be10 9.6 MeV/u on D2 600 Torr,2021-07-14 07:24:00,2021-07-14 07:24:35,e20009,D2,600.0,60.0,420.0,50.0,850.0,100.0,130.0,2.991,150.0,Changed gain on MM and lowered threshold on mesh
152,JUNK,Be10 9.6 MeV/u on D2 600 Torr,2021-07-14 07:25:34,2021-07-14 07:26:10,e20009,D2,600.0,60.0,420.0,50.0,850.0,100.0,130.0,2.991,150.0,Changed gain on MM and lowered threshold on mesh
153,JUNK,Be10 9.6 MeV/u on D2 600 Torr,2021-07-14 07:29:40,2021-07-14 07:35:15,e20009,D2,600.0,60.0,420.0,50.0,850.0,100.0,130.0,2.991,150.0,Changed gain on MM and lowered threshold on mesh
154,JUNK,Be10 9.6 MeV/u on D2 600 Torr,2021-07-14 07:35:50,2021-07-14 07:36:14,e20009,D2,600.0,60.0,420.0,50.0,850.0,100.0,130.0,2.991,150.0,Changed gain on MM and lowered threshold on mesh
155,JUNK,Be10 9.6 MeV/u on D2 600 Torr,2021-07-14 07:36:55,2021-07-14 07:37:44,e20009,D2,600.0,60.0,420.0,50.0,850.0,100.0,130.0,2.991,150.0,Changed gain on MM and lowered threshold on mesh
156,PROD,Be10 9.6 MeV/u on D2 600 Torr,2021-07-14 07:50:05,2021-07-14 08:04:00,e20009,D2,600.0,60.0,420.0,50.0,850.0,100.0,130.0,2.991,150.0,Changed gain on MM and lowered threshold on mesh - CoBo 5 AsAd1 at least bad config
157,JUNK,Be10 9.6 MeV/u on D2 600 Torr,2021-07-14 08:04:20,2021-07-14 08:08:25,e20009,D2,600.0,60.0,420.0,50.0,850.0,100.0,130.0,2.991,150.0,Changed gain on MM and lowered threshold on mesh
158,JUNK,Be10 9.6 MeV/u on D2 600 Torr,2021-07-14 08:08:55,2021-07-14 08:09:15,e20009,D2,600.0,60.0,420.0,50.0,850.0,100.0,130.0,2.991,150.0,Changed gain on MM and lowered threshold on mesh
159,JUNK,Be10 9.6 MeV/u on D2 600 Torr,2021-07-14 08:10:05,2021-07-14 08:10:20,e20009,D2,600.0,60.0,420.0,50.0,850.0,100.0,130.0,2.991,150.0,Changed gain on MM and lowered threshold on mesh
160,JUNK,Be10 9.6 MeV/u on D2 600 Torr,2021-07-14 08:14:05,2021-07-14 08:14:15,e20009,D2,600.0,60.0,420.0,50.0,850.0,100.0,130.0,2.991,150.0,Changed gain on MM and lowered threshold on mesh
161,JUNK,Be10 9.6 MeV/u on D2 600 Torr,2021-07-14 08:15:30,2021-07-14 08:21:15,e20009,D2,600.0,60.0,420.0,50.0,850.0,100.0,130.0,2.991,150.0,Changed gain on MM and lowered threshold on mesh
162,PROD,Be10 9.6 MeV/u on D2 600 Torr,2021-07-14 08:36:26,2021-07-14 08:54:11,e20009,D2,600.0,60.0,420.0,50.0,850.0,100.0,130.0,2.991,150.0,Good run ? Stopped taking triggers after 16 min
163,PROD,Be10 9.6 MeV/u on D2 600 Torr,2021-07-14 09:06:26,2021-07-14 09:23:56,e20009,D2,600.0,60.0,420.0,50.0,850.0,100.0,130.0,2.991,150.0,Good run ? Stopped taking triggers after 16 min
164,JUNK,Be10 9.6 MeV/u on D2 600 Torr,2021-07-14 09:26:50,2021-07-14 09:34:52,e20009,D2,600.0,60.0,420.0,50.0,850.0,100.0,130.0,2.991,150.0,Good run ? Stopped taking triggers after 6 min
165,JUNK,Be10 9.6 MeV/u on D2 600 Torr,2021-07-14 09:45:02,2021-07-14 09:48:11,e20009,D2,600.0,60.0,420.0,50.0,850.0,100.0,130.0,2.991,150.0,Good run ? Stopped taking triggers after 55s...
166,JUNK,Be10 9.6 MeV/u on D2 600 Torr,2021-07-14 09:49:46,2021-07-14 09:50:01,e20009,D2,600.0,60.0,420.0,50.0,850.0,100.0,130.0,2.991,150.0,No events
167,PROD,Be10 9.6 MeV/u on D2 600 Torr,2021-07-14 10:00:42,2021-07-14 11:02:22,e20009,D2,600.0,60.0,420.0,50.0,850.0,100.0,130.0,2.991,150.0,Back to production runs - MuTant reboot seemed to do the trick ?
168,PROD,Be10 9.6 MeV/u on D2 600 Torr,2021-07-14 11:02:47,2021-07-14 11:14:52.425409,e20009,D2,600.0,60.0,420.0,50.0,850.0,100.0,130.0,2.991,150.0,Back to production run - DAQ seems stable for now?
169,PROD,Be10 9.6 MeV/u on D2 600 Torr,2021-07-14 11:17:07,2021-07-14 11:21:38,e20009,D2,600.0,60.0,420.0,50.0,850.0,100.0,130.0,2.991,150.0,Back to production run - DAQ seems stable for now?
170,TEST,Be10 9.6 MeV/u on D2 600 Torr,2021-07-14 11:21:58,2021-07-14 11:23:38,e20009,D2,600.0,60.0,420.0,50.0,850.0,100.0,130.0,2.991,150.0,Back to production run - DAQ seems stable for now?
171,TEST,Be10 9.6 MeV/u on D2 600 Torr,2021-07-14 11:30:32,2021-07-14 11:31:22,e20009,D2,600.0,60.0,420.0,50.0,850.0,100.0,130.0,2.991,150.0,Back to production run - DAQ seems stable for now?
172,TEST,Be10 9.6 MeV/u on D2 600 Torr,2021-07-14 11:31:42,2021-07-14 11:35:13,e20009,D2,600.0,60.0,420.0,50.0,850.0,100.0,130.0,2.991,150.0,Back to production run - DAQ seems stable for now?
173,PROD,Be10 9.6 MeV/u on D2 600 Torr,2021-07-14 11:45:23,2021-07-14 12:31:23.778422,e20009,D2,600.0,60.0,420.0,50.0,850.0,100.0,130.0,2.991,150.0,Back to production run
174,PROD,Be10 9.6 MeV/u on D2 600 Torr,2021-07-14 12:31:49,2021-07-14 12:36:28,e20009,D2,600.0,60.0,420.0,50.0,850.0,100.0,130.0,2.991,150.0,Back to production run
175,TEST,Be10 9.6 MeV/u on D2 600 Torr,2021-07-14 12:38:28,2021-07-14 12:38:53,e20009,D2,600.0,60.0,420.0,50.0,850.0,100.0,130.0,2.991,150.0,Back to production run
176,TEST,Be10 9.6 MeV/u on D2 600 Torr,2021-07-14 13:15:19,2021-07-14 13:16:51,e20009,D2,600.0,60.0,420.0,50.0,850.0,100.0,130.0,2.991,150.0,Back to production run
177,TEST,Be10 9.6 MeV/u on D2 600 Torr,2021-07-14 13:26:14,2021-07-14 13:27:54,e20009,D2,600.0,60.0,420.0,50.0,850.0,100.0,130.0,2.991,150.0,Back to production run
178,TEST,Be10 9.6 MeV/u on D2 600 Torr,2021-07-14 13:30:34,2021-07-14 13:31:24,e20009,D2,600.0,60.0,420.0,50.0,850.0,100.0,130.0,2.991,150.0,Back to production run
179,TEST,Be10 9.6 MeV/u on D2 600 Torr,2021-07-14 13:35:38,2021-07-14 13:36:14,e20009,D2,600.0,60.0,420.0,50.0,850.0,100.0,130.0,2.991,150.0,Back to production run
180,TEST,Be10 9.6 MeV/u on D2 600 Torr,2021-07-14 13:39:19,2021-07-14 13:39:40,e20009,D2,600.0,60.0,420.0,50.0,850.0,100.0,130.0,2.991,150.0,Back to production run
181,PROD,Be10 9.6 MeV/u on D2 600 Torr,2021-07-14 13:41:14,2021-07-14 14:40:29.764560,e20009,D2,600.0,60.0,420.0,50.0,850.0,100.0,130.0,2.991,150.0,Back to production run
182,PROD,Be10 9.6 MeV/u on D2 600 Torr,2021-07-14 14:40:45,2021-07-14 15:48:36.424116,e20009,D2,600.0,60.0,420.0,50.0,850.0,100.0,130.0,2.991,150.0,Back to production run
183,PROD,Be10 9.6 MeV/u on D2 600 Torr,2021-07-14 15:49:06,2021-07-14 16:58:17,e20009,D2,600.0,60.0,420.0,50.0,850.0,100.0,130.0,2.991,150.0,Back to production run
184,PROD,Be10 9.6 MeV/u on D2 600 Torr,2021-07-14 16:58:36,2021-07-14 17:58:12,e20009,D2,600.0,60.0,420.0,50.0,850.0,100.0,130.0,2.991,150.0,Back to production run
185,PROD,Be10 9.6 MeV/u on D2 600 Torr,2021-07-14 17:59:32,2021-07-14 18:29:47,e20009,D2,600.0,60.0,420.0,50.0,850.0,100.0,130.0,2.991,150.0,Back to production run
186,TEST,Dummy run to test multiplicity trigger,2021-07-14 18:38:53,2021-07-14 18:53:43.617515,e20009,,,,,,,,,,,
187,,,2021-07-14 18:54:13.484411,2021-07-14 19:09:38.018964,e20009,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing
188,,,2021-07-14 19:20:23.211404,2021-07-14 19:21:18.229350,e20009,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing
189,,,2021-07-14 19:26:43.087014,2021-07-14 19:42:24.293804,e20009,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing
190,,,2021-07-14 19:50:48.736683,2021-07-14 19:51:09.554650,e20009,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing
191,,,2021-07-14 19:53:23.857899,2021-07-14 19:54:04.131902,e20009,,,,,,,,,,,
192,PULS,Multiplicity baselines in full readout mode,2021-07-14 19:56:19,2021-07-14 19:56:54,e20009,,,,,,,,,,,
193,PULS,Full readout mode with baselines set,2021-07-14 20:01:53,2021-07-14 20:02:19,e20009,,,,,,,,,,,
194,,,2021-07-14 20:19:09.328080,2021-07-14 20:23:44.296485,e20009,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing
195,,,2021-07-14 20:24:19.047890,2021-07-14 20:30:00.095675,e20009,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing
196,,,2021-07-14 20:34:59.127245,2021-07-14 20:35:24.424926,e20009,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing
197,TEST,Testing with Mutant readout turned on,2021-07-14 20:37:54,2021-07-14 20:38:44,e20009,,,,,,,,,,,
198,,,2021-07-14 20:52:34.337317,2021-07-14 20:53:49.819075,e20009,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing
199,,,2021-07-14 20:54:20.455927,2021-07-14 21:13:25.074030,e20009,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing
200,,,2021-07-14 21:13:59.574704,2021-07-14 21:16:59.996433,e20009,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing
201,,,2021-07-14 21:17:50.358017,2021-07-14 21:25:49.944594,e20009,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing
202,,,2021-07-14 21:26:44.874964,2021-07-14 21:28:06.257634,e20009,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing
203,,,2021-07-14 21:28:24.962777,2021-07-14 21:36:20.707061,e20009,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing
204,,,2021-07-14 21:47:50.004339,2021-07-14 21:48:20.239078,e20009,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing
205,,,2021-07-14 21:53:47.910077,2021-07-14 22:05:05.477961,e20009,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing
206,,,2021-07-14 22:16:00.908933,2021-07-14 22:16:36.127680,e20009,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing
207,PROD,Back to production on Be10 beam,2021-07-14 22:21:30,2021-07-14 23:40:51.431821,e20009,D2,599.0,60.0,420.0,50.0,850.0,100.0,130.0,2.991,200.0,Added multiplicity trigger with signal in LEMO6. Mesh threshold back to 200 mV
208,PROD,Back to production on Be10 beam,2021-07-14 23:41:11,2021-07-15 00:37:13,e20009,D2,599.0,60.0,420.0,50.0,850.0,100.0,130.0,2.991,200.0,Added multiplicity trigger with signal in LEMO6. Mesh threshold back to 200 mV
209,PROD,Back to production on Be10 beam,2021-07-15 00:38:57,2021-07-15 01:39:23,e20009,D2,599.0,60.0,420.0,50.0,850.0,100.0,130.0,2.991,200.0,Added multiplicity trigger with signal in LEMO6. Mesh threshold back to 200 mV
210,PROD,Back to production on Be10 beam,2021-07-15 01:40:12,2021-07-15 02:39:33,e20009,D2,599.0,60.0,420.0,50.0,850.0,100.0,130.0,2.991,200.0,Added multiplicity trigger with signal in LEMO6. Mesh threshold back to 200 mV
211,PROD,Back to production on Be10 beam,2021-07-15 02:51:34,2021-07-15 03:19:59.419172,e20009,D2,599.0,60.0,420.0,50.0,850.0,100.0,130.0,2.991,200.0,Added multiplicity trigger with signal in LEMO6. Mesh threshold back to 200 mV
212,JUNK,,2021-07-15 03:20:54,2021-07-15 03:21:59,e20009,,,,,,,,,,,
213,JUNK,,2021-07-15 03:23:09,2021-07-15 03:23:49,e20009,,,,,,,,,,,
214,JUNK,,2021-07-15 03:34:44,2021-07-15 03:35:04,e20009,,,,,,,,,,,
215,,,2021-07-15 03:50:51.833732,2021-07-15 03:51:51.924797,e20009,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing
216,,,2021-07-15 03:57:24.773890,2021-07-15 03:57:54.247717,e20009,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing
217,,,2021-07-15 04:00:50.322252,2021-07-15 04:01:14.973178,e20009,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing
218,,,2021-07-15 04:04:20.856909,2021-07-15 04:04:45.651586,e20009,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing
219,,,2021-07-15 04:07:46.059113,2021-07-15 04:08:21.281363,e20009,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing
220,,,2021-07-15 04:18:12.214893,2021-07-15 04:18:56.363658,e20009,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing
221,,,2021-07-15 04:19:41.658124,2021-07-15 04:20:51.576762,e20009,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing
222,,,2021-07-15 04:22:52.197657,2021-07-15 04:23:36.957724,e20009,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing
223,,,2021-07-15 04:25:07.108521,2021-07-15 04:25:42.263232,e20009,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing
224,,,2021-07-15 04:37:01.985294,2021-07-15 04:37:52.341590,e20009,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing
225,,,2021-07-15 04:40:12.546059,2021-07-15 05:13:56.963536,e20009,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing
226,,,2021-07-15 10:18:03.540429,2021-07-15 10:18:29.181195,e20009,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing
227,,,2021-07-15 12:23:15.408557,2021-07-15 12:23:34.434598,e20009,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing
228,,,2021-07-15 12:24:30.224020,2021-07-15 12:24:54.905973,e20009,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing
229,,,2021-07-15 12:37:25.717839,2021-07-15 12:40:20.090450,e20009,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing
230,PROD,10Be production run with only mesh trigger,2021-07-15 12:41:00,2021-07-15 12:42:30,e20009,D2,600.0,60.0,100.0,50.0,850.0,420.0,150.0,2.99,200.0,
231,PROD,10Be production run with only mesh trigger,2021-07-15 12:42:50,2021-07-15 13:05:46.021385,e20009,D2,600.0,60.0,100.0,50.0,850.0,420.0,150.0,2.99,200.0,
232,,,2021-07-15 13:09:10.513945,2021-07-15 13:09:31.001705,e20009,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing
233,,,2021-07-15 13:12:15.610804,2021-07-15 13:12:31.128373,e20009,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing
234,,,2021-07-15 13:13:11.181169,2021-07-15 13:13:35.633006,e20009,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing
235,,,2021-07-15 13:27:16.498069,2021-07-15 13:28:06.488107,e20009,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing
236,,,2021-07-15 13:29:16.555589,2021-07-15 13:29:52.030054,e20009,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing
237,,,2021-07-15 13:40:41.355428,2021-07-15 13:41:36.745591,e20009,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing
238,,,2021-07-15 13:44:01.477201,2021-07-15 13:45:46.098116,e20009,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing
239,,,2021-07-15 13:55:51.133767,2021-07-15 13:56:56.645502,e20009,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing
240,,,2021-07-15 13:59:31.752969,2021-07-15 13:59:51.264305,e20009,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing
241,,,2021-07-15 14:05:06.254872,2021-07-15 14:05:38.355437,e20009,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing
242,,,2021-07-15 14:08:37.040431,2021-07-15 14:08:57.797508,e20009,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing
243,,,2021-07-15 14:11:46.779896,2021-07-15 14:12:12.295231,e20009,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing
244,,,2021-07-15 14:17:12.186614,2021-07-15 14:17:31.596285,e20009,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing
245,,,2021-07-15 14:20:52.262757,2021-07-15 14:21:17.122105,e20009,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing
246,,,2021-07-15 14:23:22.066598,2021-07-15 14:23:47.293588,e20009,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing
247,,,2021-07-15 14:25:27.600779,2021-07-15 14:25:47.545617,e20009,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing
248,,,2021-07-15 14:30:08.003545,2021-07-15 14:30:32.462514,e20009,,,,,,,,,,,
249,PROD,Be10 9.6 MeV/u on D2 600 Torr,2021-07-15 14:31:27,2021-07-15 15:27:42.696407,e20009,D2,600.0,60.0,420.0,50.0,850.0,100.0,130.0,2.991,200.0,Still have CoBo8 AsAd1 AGET1&3 bad. Only mesh trigger.
250,PROD,Be10 9.6 MeV/u on D2 600 Torr,2021-07-15 15:28:22,2021-07-15 16:28:28.031986,e20009,D2,600.0,60.0,420.0,50.0,850.0,100.0,130.0,2.991,200.0,Still have CoBo8 AsAd1 AGET1&3 bad. Only mesh trigger.
251,PROD,Be10 9.6 MeV/u on D2 600 Torr,2021-07-15 16:28:48,2021-07-15 17:29:03.757070,e20009,D2,600.0,60.0,420.0,50.0,850.0,100.0,130.0,2.991,200.0,Still have CoBo8 AsAd1 AGET1&3 bad. Only mesh trigger.
252,PROD,Be10 9.6 MeV/u on D2 600 Torr,2021-07-15 17:29:29,2021-07-15 18:29:39.995849,e20009,D2,600.0,60.0,420.0,50.0,850.0,100.0,130.0,2.991,200.0,Still have CoBo8 AsAd1 AGET1&3 bad. Only mesh trigger.
253,PROD,Be10 9.6 MeV/u on D2 600 Torr,2021-07-15 18:30:00,2021-07-15 19:34:25.735194,e20009,D2,600.0,60.0,420.0,50.0,850.0,100.0,130.0,2.991,200.0,Still have CoBo8 AsAd1 AGET1&3 bad. Only mesh trigger.
254,JUNK,Be10 9.6 MeV/u on D2 600 Torr,2021-07-15 19:34:40,2021-07-15 20:02:35,e20009,D2,600.0,60.0,420.0,50.0,850.0,100.0,130.0,2.991,200.0,Still have CoBo8 AsAd1 AGET1&3 bad. Only mesh trigger.
255,JUNK,Be10 9.6 MeV/u on D2 600 Torr,2021-07-15 20:02:56,2021-07-15 20:59:27,e20009,D2,600.0,60.0,420.0,50.0,850.0,100.0,130.0,2.991,200.0,Still have CoBo8 AsAd1 AGET1&3 bad. Only mesh trigger.
256,PROD,Be10 9.6 MeV/u on D2 600 Torr,2021-07-15 20:59:52,2021-07-15 22:00:02.467846,e20009,D2,600.0,60.0,420.0,50.0,850.0,100.0,130.0,2.991,200.0,Still have CoBo8 AsAd1 AGET1&3 bad. Only mesh trigger.
257,JUNK,Be10 9.6 MeV/u on D2 600 Torr,2021-07-15 22:00:22,2021-07-15 22:06:17,e20009,D2,600.0,60.0,420.0,50.0,850.0,100.0,130.0,2.991,200.0,Still have CoBo8 AsAd1 AGET1&3 bad. Only mesh trigger.
258,PROD,Be10 9.6 MeV/u on D2 600 Torr,2021-07-15 22:07:12,2021-07-15 22:09:12,e20009,D2,600.0,60.0,420.0,50.0,850.0,100.0,130.0,2.991,200.0,Still have CoBo8 AsAd1 AGET1&3 bad. Only mesh trigger.
259,PROD,Be10 9.6 MeV/u on D2 600 Torr,2021-07-15 22:09:32,2021-07-15 23:09:48.219097,e20009,D2,600.0,60.0,420.0,50.0,850.0,100.0,130.0,2.991,200.0,Still have CoBo8 AsAd1 AGET1&3 bad. Only mesh trigger.
260,PROD,Be10 9.6 MeV/u on D2 600 Torr,2021-07-15 23:10:22,2021-07-16 00:10:28.873500,e20009,D2,600.0,60.0,420.0,50.0,850.0,100.0,130.0,2.991,200.0,Still have CoBo8 AsAd1 AGET1&3 bad. Only mesh trigger.
261,PROD,Be10 9.6 MeV/u on D2 600 Torr,2021-07-16 00:11:09,2021-07-16 01:11:22.429831,e20009,D2,600.0,60.0,420.0,50.0,850.0,100.0,130.0,2.991,200.0,Still have CoBo8 AsAd1 AGET1&3 bad. Only mesh trigger.
262,PROD,Be10 9.6 MeV/u on D2 600 Torr,2021-07-16 01:12:17,2021-07-16 02:03:03.295443,e20009,D2,600.0,60.0,420.0,50.0,850.0,100.0,130.0,2.991,200.0,Still have CoBo8 AsAd1 AGET1&3 bad. Only mesh trigger.
263,PROD,Be10 9.6 MeV/u on D2 600 Torr,2021-07-16 02:18:13,2021-07-16 03:18:24.354637,e20009,D2,600.0,60.0,420.0,50.0,850.0,100.0,130.0,2.991,200.0,Still have CoBo8 AsAd1 AGET1&3 bad. Only mesh trigger.
264,PROD,Be10 9.6 MeV/u on D2 600 Torr,2021-07-16 03:19:03,2021-07-16 04:19:14.381245,e20009,D2,600.0,60.0,420.0,50.0,850.0,100.0,130.0,2.991,200.0,Still have CoBo8 AsAd1 AGET1&3 bad. Only mesh trigger.
265,PROD,Be10 9.6 MeV/u on D2 600 Torr,2021-07-16 04:19:44,2021-07-16 04:44:40.101294,e20009,D2,600.0,60.0,420.0,50.0,850.0,100.0,130.0,2.991,200.0,Still have CoBo8 AsAd1 AGET1&3 bad. Only mesh trigger.
266,PROD,Be10 9.6 MeV/u on D2 600 Torr,2021-07-16 04:45:39,2021-07-16 05:46:05.357667,e20009,D2,600.0,60.0,420.0,50.0,850.0,100.0,130.0,2.991,200.0,Still have CoBo8 AsAd1 AGET1&3 bad. Only mesh trigger.
267,PROD,Be10 9.6 MeV/u on D2 600 Torr,2021-07-16 05:46:34,2021-07-16 06:46:40.678498,e20009,D2,600.0,60.0,420.0,50.0,850.0,100.0,130.0,2.991,200.0,Still have CoBo8 AsAd1 AGET1&3 bad. Only mesh trigger.
268,PROD,Be10 9.6 MeV/u on D2 600 Torr,2021-07-16 06:47:36,2021-07-16 07:03:55.681353,e20009,D2,600.0,60.0,420.0,50.0,850.0,100.0,130.0,2.991,200.0,Still have CoBo8 AsAd1 AGET1&3 bad. Only mesh trigger.
269,PROD,Be10 9.6 MeV/u on D2 600 Torr,2021-07-16 07:04:36,2021-07-16 08:04:01.040736,e20009,D2,600.0,60.0,420.0,50.0,850.0,100.0,130.0,2.991,200.0,Still have CoBo8 AsAd1 AGET1&3 bad. Only mesh trigger.
270,PROD,Be10 9.6 MeV/u on D2 600 Torr,2021-07-16 08:04:30,2021-07-16 09:04:18.746703,e20009,D2,600.0,60.0,420.0,50.0,850.0,100.0,130.0,2.991,200.0,Still have CoBo8 AsAd1 AGET1&3 bad. Only mesh trigger.
271,PROD,Be10 9.6 MeV/u on D2 600 Torr,2021-07-16 09:04:46,2021-07-16 10:04:47.145314,e20009,D2,600.0,60.0,420.0,50.0,850.0,100.0,130.0,2.991,200.0,Still have CoBo8 AsAd1 AGET1&3 bad. Only mesh trigger.
272,PROD,Be10 9.6 MeV/u on D2 600 Torr,2021-07-16 10:05:27,2021-07-16 11:05:22.721762,e20009,D2,600.0,60.0,420.0,50.0,850.0,100.0,130.0,2.991,200.0,Still have CoBo8 AsAd1 AGET1&3 bad. Only mesh trigger.
273,PROD,Be10 9.6 MeV/u on D2 600 Torr,2021-07-16 11:06:12,2021-07-16 12:06:06,e20009,D2,600.0,60.0,420.0,50.0,850.0,100.0,130.0,2.991,200.0,Still have CoBo8 AsAd1 AGET1&3 bad. Only mesh trigger.
274,PROD,Be10 9.6 MeV/u on D2 600 Torr,2021-07-16 12:06:51,2021-07-16 13:12:32,e20009,D2,600.0,60.0,420.0,50.0,850.0,100.0,130.0,2.991,200.0,Still have CoBo8 AsAd1 AGET1&3 bad. Only mesh trigger.
