7.526881720430106952e+02,7.533112582781458233e-01
1.445639187574671723e+03,4.277041942604856706e-01
2.132616487455197330e+03,2.676600441501103544e-01
3.237753882915173108e+03,1.986754966887417651e-01
3.769414575866188898e+03,2.014348785871964698e-01
3.536439665471923945e+03,3.007726269315673662e-01
3.028673835125448022e+03,3.228476821192053370e-01
2.275985663082437441e+03,4.139072847682119249e-01
1.839904420549582028e+03,5.242825607064017790e-01
1.302270011947431158e+03,7.339955849889625572e-01
9.796893667861410222e+02,8.967991169977924670e-01
7.526881720430106952e+02,7.533112582781458233e-01
