1.308243727598566238e+03,4.966887417218543432e-01
9.094982078853046232e+02,5.794701986754966505e-01
5.017921146953405014e+02,9.657836644591610842e-01
4.301075268817204460e+02,1.175496688741721973e+00
4.211469534050179391e+02,1.859823399558499180e+00
4.973118279569891911e+02,1.782560706401766115e+00
5.600358422939067395e+02,1.318984547461368617e+00
7.302867383512544848e+02,1.048565121412803558e+00
1.093189964157706072e+03,7.781456953642384988e-01
1.514336917562724011e+03,6.843267108167769841e-01
1.823476702508960443e+03,6.456953642384106740e-01
1.702508960573476543e+03,4.856512141280354133e-01
1.308243727598566238e+03,4.966887417218543432e-01
