2.092293906810035423e+03,7.008830022075054345e-01
1.209677419354838548e+03,8.002207505518763586e-01
7.034050179211468503e+02,1.120309050772626991e+00
5.734767025089605568e+02,1.390728476821192050e+00
4.883512544802866842e+02,2.025386313465783683e+00
4.793906810035841772e+02,2.262693156732892064e+00
7.168458781362006675e+02,1.854304635761589548e+00
8.243727598566307506e+02,1.473509933774834524e+00
1.057347670250896044e+03,1.263796909492273857e+00
1.411290322580644897e+03,1.114790286975717581e+00
1.689068100358422726e+03,1.114790286975717581e+00
1.895161290322580498e+03,1.048565121412803558e+00
2.092293906810035423e+03,7.008830022075054345e-01
